Item_Fatura,Empresa,Centro,Data_Criacao,Fornecedor,Nome_Fornecedor,Doc_Compras,Item,Material,Descricao_Material,Referencia,Quantidade,Preço_Contrato,Preço_Fatura,Montante,Item_Contrato,Data_Emissao,Valor_NF_c/_Imposto,Valor_NF_s/_Imposto,ICMS,PIS,COFINS,ICMS_Diferido,IPI
1,483,FAS,27/4/2025,133453,FORNECEDOR,4508653754,10,739102008R,PEÇA,45226-1,"10,000","177,88","202,14","242,60",220,nan,"R$ 222,74","R$ 202,13",nan,"1,65","7,6",nan,nan
1,483,FAS,3/4/2025,101384,FORNECEDOR,4508607517,10,739102859R,PEÇA,000398031-1,"90,000","99,13","104,37","471,60",750,1/4/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,0
1,483,FAS,4/4/2025,101384,FORNECEDOR,4508609366,10,739102859R,PEÇA,000398154-1,"45,000","99,13","104,37","235,80",750,2/4/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,0
1,483,FAS,4/4/2025,101384,FORNECEDOR,4508611920,10,739102859R,PEÇA,000398285-1,"90,000","99,13","104,37","471,60",750,3/4/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,0
1,483,FAS,10/4/2025,101384,FORNECEDOR,4508620386,10,739102859R,PEÇA,000398650-1,"90,000","99,13","104,37","471,60",750,8/4/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,0
1,483,SJP,3/4/2025,101384,FORNECEDOR,4508607476,10,739102859R,PEÇA,000398074-1,"75,000","127,57","132,63","379,50",340,1/4/2025,"R$ 146,15","R$ 132,63",nan,"1,65","7,6",nan,"3,25"
1,483,FAS,18/4/2025,101384,FORNECEDOR,4508635315,10,739102859R,PEÇA,000399373-1,"90,000","99,13","104,37","471,60",750,16/4/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,0
1,483,FAS,24/4/2025,101384,FORNECEDOR,4508641097,10,739102859R,PEÇA,000399621-1,"45,000","99,13","104,37","235,80",750,22/4/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,0
1,483,FAS,8/5/2025,101384,FORNECEDOR,4508668340,10,739102859R,PEÇA,000400597-1,"90,000","99,13","104,37","471,60",750,6/5/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,0
1,483,SJP,10/4/2025,101384,FORNECEDOR,4508621594,10,739102859R,PEÇA,000398693-1,"150,000","127,57","132,63","759,00",340,8/4/2025,"R$ 146,15","R$ 132,63",0.0,"1,65","7,6",SIM,"3,25"
1,483,SJP,17/4/2025,101384,FORNECEDOR,4508631998,10,739102859R,PEÇA,000399277-1,"105,000","127,57","132,63","531,30",340,15/4/2025,"R$ 146,15","R$ 132,63",0.0,"1,65","7,6",SIM,"3,25"
1,483,FAS,9/5/2025,101384,FORNECEDOR,4508670749,10,739102859R,PEÇA,000400712-1,"90,000","99,13","104,37","471,60",750,7/5/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,0
1,483,FAS,10/5/2025,101384,FORNECEDOR,4508674283,10,739102859R,PEÇA,000400818-1,"45,000","99,13","104,37","235,80",750,8/5/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,0
1,483,SJP,24/4/2025,101384,FORNECEDOR,4508641275,10,739102859R,PEÇA,000399663-1,"135,000","127,57","132,63","683,10",340,22/4/2025,"R$ 146,15","R$ 132,63",0.0,"1,65","7,6",SIM,"3,25"
1,483,SJP,3/5/2025,101384,FORNECEDOR,4508661526,10,739102859R,PEÇA,000400228-1,"165,000","127,57","132,63","834,90",340,29/4/2025,"R$ 146,15","R$ 132,63",0.0,"1,65","7,6",SIM,"3,25"
1,483,FAS,14/5/2025,101384,FORNECEDOR,4508683018,10,739102859R,PEÇA,000401168-1,"45,000","99,13","104,37","235,80",750,13/5/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,0
1,483,SJP,8/5/2025,101384,FORNECEDOR,4508668384,10,739102859R,PEÇA,000400622-1,"180,000","127,57","132,63","910,80",340,6/5/2025,"R$ 146,15","R$ 132,63",0.0,"1,65","7,6",SIM,"3,25"
1,483,FAS,16/5/2025,101384,FORNECEDOR,4508685741,10,739102859R,PEÇA,000401277-1,"45,000","99,13","104,37","235,80",750,14/5/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,0
1,483,FAS,17/5/2025,101384,FORNECEDOR,4508689790,10,739102859R,PEÇA,000401414-1,"45,000","99,13","104,37","235,80",750,15/5/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,0
1,483,FAS,20/5/2025,101384,FORNECEDOR,4508692946,10,739102859R,PEÇA,000401604-1,"180,000","99,13","104,37","943,20",750,16/5/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,0
1,483,SJP,15/5/2025,101384,FORNECEDOR,4508683117,10,739102859R,PEÇA,000401231-1,"150,000","127,57","132,63","759,00",340,13/5/2025,"R$ 146,15","R$ 132,63",0.0,"1,65","7,6",SIM,"3,25"
1,483,FAS,22/5/2025,101384,FORNECEDOR,4508697086,10,739102859R,PEÇA,000401814-1,"180,000","99,13","104,37","943,20",750,20/5/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,0
1,483,FAS,23/5/2025,101384,FORNECEDOR,4508699268,10,739102859R,PEÇA,000401935-1,"90,000","99,13","104,37","471,60",750,21/5/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,0
1,483,FAS,24/5/2025,101384,FORNECEDOR,4508703118,10,739102859R,PEÇA,000402070-1,"90,000","99,13","104,37","471,60",750,22/5/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,0
1,483,SJP,22/5/2025,101384,FORNECEDOR,4508697262,10,739102859R,PEÇA,000401781-1,"195,000","127,57","132,63","986,70",340,20/5/2025,"R$ 146,15","R$ 132,63",0.0,"1,65","7,6",SIM,"3,25"
1,483,FAS,11/4/2025,101384,FORNECEDOR,4508625734,10,739102859R,PEÇA,398892-1,"90,000","99,13","104,37","471,60",750,10/4/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,0
1,483,FAS,24/4/2025,101384,FORNECEDOR,4508644852,10,739102859R,PEÇA,399721-1,"45,000","99,13","104,37","235,80",750,23/4/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,0
1,483,FAS,26/4/2025,101384,FORNECEDOR,4508651057,10,739102859R,PEÇA,399844-1,"90,000","99,13","104,37","471,60",750,24/4/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,0
1,483,SJP,29/5/2025,101384,FORNECEDOR,4508713820,10,739102859R,PEÇA,000402456-1,"360,000","127,57","132,63","1.821,60",340,27/5/2025,"R$ 146,15","R$ 132,63",0.0,"1,65","7,6",SIM,"3,25"
1,483,FAS,3/4/2025,101384,FORNECEDOR,4508607518,10,739105089R,PEÇA,000398032-1,"45,000","99,13","104,37","235,80",730,1/4/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,nan
1,483,FAS,4/4/2025,101384,FORNECEDOR,4508609368,10,739105089R,PEÇA,000398155-1,"45,000","99,13","104,37","235,80",730,2/4/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,nan
1,483,FAS,4/4/2025,101384,FORNECEDOR,4508611924,10,739105089R,PEÇA,000398289-1,"45,000","99,13","104,37","235,80",730,3/4/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,nan
1,483,FAS,10/4/2025,101384,FORNECEDOR,4508620388,10,739105089R,PEÇA,000398651-1,"90,000","99,13","104,37","471,60",730,8/4/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,nan
1,483,SJP,3/4/2025,101384,FORNECEDOR,4508607477,10,739105089R,PEÇA,000398075-1,"90,000","127,57","132,63","455,40",350,1/4/2025,"R$ 146,15","R$ 132,63",0.0,"1,65","7,6",SIM,nan
1,483,FAS,17/4/2025,101384,FORNECEDOR,4508634045,10,739105089R,PEÇA,000399261-1,"45,000","99,13","104,37","235,80",730,15/4/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,nan
1,483,FAS,18/4/2025,101384,FORNECEDOR,4508635316,10,739105089R,PEÇA,000399374-1,"45,000","99,13","104,37","235,80",730,16/4/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,nan
1,483,FAS,24/4/2025,101384,FORNECEDOR,4508641098,10,739105089R,PEÇA,000399622-1,"90,000","99,13","104,37","471,60",730,22/4/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,nan
1,483,SJP,10/4/2025,101384,FORNECEDOR,4508621595,10,739105089R,PEÇA,000398694-1,"300,000","127,57","132,63","1.518,00",350,8/4/2025,"R$ 146,15","R$ 132,63",0.0,"1,65","7,6",SIM,nan
1,483,FAS,9/5/2025,101384,FORNECEDOR,4508670750,10,739105089R,PEÇA,000400713-1,"45,000","99,13","104,37","235,80",730,7/5/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,nan
1,483,SJP,17/4/2025,101384,FORNECEDOR,4508631999,10,739105089R,PEÇA,000399278-1,"90,000","127,57","132,63","455,40",350,15/4/2025,"R$ 146,15","R$ 132,63",0.0,"1,65","7,6",SIM,nan
1,483,FAS,10/5/2025,101384,FORNECEDOR,4508674284,10,739105089R,PEÇA,000400819-1,"45,000","99,13","104,37","235,80",730,8/5/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,nan
1,483,FAS,14/5/2025,101384,FORNECEDOR,4508683019,10,739105089R,PEÇA,000401169-1,"45,000","99,13","104,37","235,80",730,13/5/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,nan
1,483,SJP,24/4/2025,101384,FORNECEDOR,4508641276,10,739105089R,PEÇA,000399664-1,"270,000","127,57","132,63","1.366,20",350,22/4/2025,"R$ 146,15","R$ 132,63",0.0,"1,65","7,6",SIM,nan
1,483,SJP,1/5/2025,101384,FORNECEDOR,4508660113,10,739105089R,PEÇA,000400225-1,"120,000","127,57","132,63","607,20",350,29/4/2025,"R$ 146,15","R$ 132,63",0.0,"1,65","7,6",SIM,nan
1,483,SJP,9/5/2025,101384,FORNECEDOR,4508673420,10,739105089R,PEÇA,000400620-1,"105,000","127,57","132,63","531,30",350,6/5/2025,"R$ 146,15","R$ 132,63",0.0,"1,65","7,6",SIM,nan
1,483,FAS,16/5/2025,101384,FORNECEDOR,4508685742,10,739105089R,PEÇA,000401278-1,"45,000","99,13","104,37","235,80",730,14/5/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,nan
1,483,FAS,17/5/2025,101384,FORNECEDOR,4508689791,10,739105089R,PEÇA,000401415-1,"45,000","99,13","104,37","235,80",730,15/5/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,nan
1,483,FAS,23/5/2025,101384,FORNECEDOR,4508699269,10,739105089R,PEÇA,000401936-1,"45,000","99,13","104,37","235,80",730,21/5/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,nan
1,483,SJP,15/5/2025,101384,FORNECEDOR,4508683118,10,739105089R,PEÇA,000401232-1,"240,000","127,57","132,63","1.214,40",350,13/5/2025,"R$ 146,15","R$ 132,63",0.0,"1,65","7,6",SIM,nan
1,483,FAS,24/5/2025,101384,FORNECEDOR,4508703119,10,739105089R,PEÇA,000402071-1,"45,000","99,13","104,37","235,80",730,22/5/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,nan
1,483,FAS,11/4/2025,101384,FORNECEDOR,4508625736,10,739105089R,PEÇA,398893-1,"90,000","99,13","104,37","471,60",730,10/4/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,nan
1,483,SJP,22/5/2025,101384,FORNECEDOR,4508697263,10,739105089R,PEÇA,000401782-1,"300,000","127,57","132,63","1.518,00",350,20/5/2025,"R$ 146,15","R$ 132,63",0.0,"1,65","7,6",SIM,nan
1,483,FAS,24/4/2025,101384,FORNECEDOR,4508644854,10,739105089R,PEÇA,399722-1,"90,000","99,13","104,37","471,60",730,23/4/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,nan
1,483,FAS,26/4/2025,101384,FORNECEDOR,4508651059,10,739105089R,PEÇA,399845-1,"90,000","99,13","104,37","471,60",730,24/4/2025,"R$ 132,53","105,83",12.0,"1,65","7,6",SIM,nan
1,483,SJP,28/5/2025,101384,FORNECEDOR,4508711562,10,739105089R,PEÇA,000402453-1,"135,000","127,57","132,63","683,10",350,27/5/2025,"R$ 146,15","R$ 132,63",0.0,"1,65","7,6",SIM,nan
3,483,SJP,10/5/2025,124400,FORNECEDOR,4508673618,30,743238788R,PEÇA,000468280-1,"450,000","17,90","19,72","819,00",510,7/5/2025,"R$ 19,72","R$ 17,89",0.0,"1,65","7,6",nan,0
3,483,FVU,28/5/2025,104290,FORNECEDOR,4508704982,30,755237722R,PEÇA,000062325-3,"360,000","16,48","16,99","183,60",20,22/5/2025,"R$ 21,36","R$ 17,05",12.0,"1,65","7,6",SIM,nan
4,483,FVU,28/5/2025,104290,FORNECEDOR,4508704982,40,756103395R,PEÇA,000062325-3,"240,000","37,46","39,42","470,40",30,22/5/2025,"R$ 41,38","R$ 33,04",12.0,"1,65","7,6",SIM,nan
1,483,FVU,8/4/2025,137008,FORNECEDOR,4508616347,10,762314906R,PEÇA,000053516-1,"500,000","40,34","42,02","840,00",10,3/4/2025,"R$ 53,36","42,61",12.0,"1,65","7,6",nan,nan
1,483,FAS,23/4/2025,130936,FORNECEDOR,4508641986,10,749021165R,PEÇA,000048770-1,"80,000","119,77","123,92","332,00",190,23/4/2025,"R$ 136,55","R$ 123,91",nan,"1,65","7,6",nan,nan
1,483,FAS,23/4/2025,130936,FORNECEDOR,4508641987,10,749021165R,PEÇA,000048771-1,"120,000","119,77","123,92","498,00",190,23/4/2025,"R$ 136,55","R$ 123,91",nan,"1,65","7,6",nan,nan
2,483,FAS,12/4/2025,110781,FORNECEDOR,4508626459,20,738217174R,PEÇA,000129320-1,"96,000","24,91","245,60","21.186,24",40,10/4/2025,"R$ 311,88","R$ 283,03",nan,"1,65","7,6",nan,nan
3,483,FVU,2/4/2025,102294,FORNECEDOR,4508608879,30,749028808R,PEÇA,000207091-1,"16,000","349,06","396,65","761,44",200,2/4/2025,"R$ 437,08","R$ 396,65",nan,"1,65","7,6",nan,nan
3,483,FVU,5/4/2025,102294,FORNECEDOR,4508613922,30,749028808R,PEÇA,000207202-1,"8,000","349,06","396,65","380,72",200,4/4/2025,"R$ 437,08","R$ 396,65",0.0,"1,65","7,6",SIM,nan
2,483,FAS,24/4/2025,102294,FORNECEDOR,4508641948,20,749401051R,PEÇA,207704-1,"240,000","3,82","4,15","79,20",1390,23/4/2025,"R$ 4,57","R$ 4,14",nan,"1,65","7,6",nan,nan
